"movieid","title","released_year","title_released_year","genres"
89039,"Another Earth",2011,"Another Earth (2011)","Romance"
89039,"Another Earth",2011,"Another Earth (2011)","Sci-Fi"
49735,"Another Gay Movie",2006,"Another Gay Movie (2006)","Comedy"
415,"Another Stakeout",1993,"Another Stakeout (1993)","Comedy"
415,"Another Stakeout",1993,"Another Stakeout (1993)","Thriller"
7831,"Another Thin Man",1939,"Another Thin Man (1939)","Comedy"
7831,"Another Thin Man",1939,"Another Thin Man (1939)","Crime"
7831,"Another Thin Man",1939,"Another Thin Man (1939)","Drama"
7831,"Another Thin Man",1939,"Another Thin Man (1939)","Mystery"
7831,"Another Thin Man",1939,"Another Thin Man (1939)","Romance"
4393,"Another Woman",1988,"Another Woman (1988)","Drama"
5560,"À nous la liberté (Freedom for Us)",1931,"À nous la liberté (Freedom for Us) (1931)","Comedy"
5560,"À nous la liberté (Freedom for Us)",1931,"À nous la liberté (Freedom for Us) (1931)","Musical"
109383,"An Oversimplification of Her Beauty",2012,"An Oversimplification of Her Beauty (2012)","Animation"
109383,"An Oversimplification of Her Beauty",2012,"An Oversimplification of Her Beauty (2012)","Comedy"
109383,"An Oversimplification of Her Beauty",2012,"An Oversimplification of Her Beauty (2012)","Drama"
109383,"An Oversimplification of Her Beauty",2012,"An Oversimplification of Her Beauty (2012)","Romance"
8450,"Anthony Adverse",1936,"Anthony Adverse (1936)","Adventure"
8450,"Anthony Adverse",1936,"Anthony Adverse (1936)","Romance"
69134,"Antichrist",2009,"Antichrist (2009)","Drama"
69134,"Antichrist",2009,"Antichrist (2009)","Fantasy"
143001,"Anti-Social",2015,"Anti-Social (2015)","Crime"
4052,"Antitrust",2001,"Antitrust (2001)","Crime"
4052,"Antitrust",2001,"Antitrust (2001)","Drama"
4052,"Antitrust",2001,"Antitrust (2001)","Thriller"
122900,"Ant-Man",2015,"Ant-Man (2015)","Action"
122900,"Ant-Man",2015,"Ant-Man (2015)","Adventure"
122900,"Ant-Man",2015,"Ant-Man (2015)","Sci-Fi"
188301,"Ant-Man and the Wasp",2018,"Ant-Man and the Wasp (2018)","Action"
188301,"Ant-Man and the Wasp",2018,"Ant-Man and the Wasp (2018)","Adventure"
188301,"Ant-Man and the Wasp",2018,"Ant-Man and the Wasp (2018)","Comedy"
188301,"Ant-Man and the Wasp",2018,"Ant-Man and the Wasp (2018)","Fantasy"
188301,"Ant-Man and the Wasp",2018,"Ant-Man and the Wasp (2018)","Sci-Fi"
82,"Antonia's Line (Antonia)",1995,"Antonia's Line (Antonia) (1995)","Comedy"
82,"Antonia's Line (Antonia)",1995,"Antonia's Line (Antonia) (1995)","Drama"
90245,"Antonio Gaudí",1985,"Antonio Gaudí (1985)","Documentary"
5955,"Antwone Fisher",2002,"Antwone Fisher (2002)","Drama"
2294,"Antz",1998,"Antz (1998)","Adventure"
2294,"Antz",1998,"Antz (1998)","Animation"
2294,"Antz",1998,"Antz (1998)","Children"
2294,"Antz",1998,"Antz (1998)","Comedy"
2294,"Antz",1998,"Antz (1998)","Fantasy"
37475,"An Unfinished Life",2005,"An Unfinished Life (2005)","Drama"
55156,"An Unreasonable Man",2006,"An Unreasonable Man (2006)","Documentary"
67665,"Anvil! The Story of Anvil",2008,"Anvil! The Story of Anvil (2008)","Documentary"
67665,"Anvil! The Story of Anvil",2008,"Anvil! The Story of Anvil (2008)","Musical"
3173,"Any Given Sunday",1999,"Any Given Sunday (1999)","Drama"
6750,"Anything Else",2003,"Anything Else (2003)","Comedy"
6750,"Anything Else",2003,"Anything Else (2003)","Drama"
6750,"Anything Else",2003,"Anything Else (2003)","Romance"
83796,"Anything for Her (Pour elle)",2008,"Anything for Her (Pour elle) (2008)","Crime"
83796,"Anything for Her (Pour elle)",2008,"Anything for Her (Pour elle) (2008)","Drama"
83796,"Anything for Her (Pour elle)",2008,"Anything for Her (Pour elle) (2008)","Thriller"
164753,"Anything for Love",2016,"Anything for Love (2016)","Romance"
3051,"Anywhere But Here",1999,"Anywhere But Here (1999)","Comedy"
3051,"Anywhere But Here",1999,"Anywhere But Here (1999)","Drama"
4714,"Any Which Way You Can",1980,"Any Which Way You Can (1980)","Comedy"
7087,"A Passage to India",1984,"A Passage to India (1984)","Adventure"
7087,"A Passage to India",1984,"A Passage to India (1984)","Drama"
6178,"A Patch of Blue",1965,"A Patch of Blue (1965)","Drama"
6178,"A Patch of Blue",1965,"A Patch of Blue (1965)","Romance"
1123,"A Perfect Candidate",1996,"A Perfect Candidate (1996)","Documentary"
147410,"A Perfect Day",2015,"A Perfect Day (2015)","Comedy"
147410,"A Perfect Day",2015,"A Perfect Day (2015)","Drama"
70208,"A Perfect Getaway",2009,"A Perfect Getaway (2009)","Horror"
70208,"A Perfect Getaway",2009,"A Perfect Getaway (2009)","Thriller"
1892,"A Perfect Murder",1998,"A Perfect Murder (1998)","Thriller"
101765,"A Perfect Plan (Plan parfait, Un)",2012,"A Perfect Plan (Plan parfait, Un) (2012)","Adventure"
101765,"A Perfect Plan (Plan parfait, Un)",2012,"A Perfect Plan (Plan parfait, Un) (2012)","Comedy"
101765,"A Perfect Plan (Plan parfait, Un)",2012,"A Perfect Plan (Plan parfait, Un) (2012)","Romance"
507,"A Perfect World",1993,"A Perfect World (1993)","Crime"
507,"A Perfect World",1993,"A Perfect World (1993)","Drama"
507,"A Perfect World",1993,"A Perfect World (1993)","Thriller"
127298,"A Pigeon Sat on a Branch Reflecting on Existence",2014,"A Pigeon Sat on a Branch Reflecting on Existence (2014)","Comedy"
127298,"A Pigeon Sat on a Branch Reflecting on Existence",2014,"A Pigeon Sat on a Branch Reflecting on Existence (2014)","Drama"
3475,"A Place in the Sun",1951,"A Place in the Sun (1951)","Drama"
3475,"A Place in the Sun",1951,"A Place in the Sun (1951)","Romance"
170597,"A Plasticine Crow",1981,"A Plasticine Crow (1981)","Animation"
1208,"Apocalypse Now",1979,"Apocalypse Now (1979)","Action"
1208,"Apocalypse Now",1979,"Apocalypse Now (1979)","Drama"
1208,"Apocalypse Now",1979,"Apocalypse Now (1979)","War"
48304,"Apocalypto",2006,"Apocalypto (2006)","Adventure"
48304,"Apocalypto",2006,"Apocalypto (2006)","Drama"
48304,"Apocalypto",2006,"Apocalypto (2006)","Thriller"
150,"Apollo 13",1995,"Apollo 13 (1995)","Adventure"
150,"Apollo 13",1995,"Apollo 13 (1995)","Drama"
150,"Apollo 13",1995,"Apollo 13 (1995)","IMAX"
92192,"Apollo 18",2011,"Apollo 18 (2011)","Horror"
92192,"Apollo 18",2011,"Apollo 18 (2011)","Sci-Fi"
92192,"Apollo 18",2011,"Apollo 18 (2011)","Thriller"
61986,"Appaloosa",2008,"Appaloosa (2008)","Western"
148632,"Applesauce",2015,"Applesauce (2015)","Comedy"
31184,"Appleseed (Appurushîdo)",2004,"Appleseed (Appurushîdo) (2004)","Action"
31184,"Appleseed (Appurushîdo)",2004,"Appleseed (Appurushîdo) (2004)","Animation"
31184,"Appleseed (Appurushîdo)",2004,"Appleseed (Appurushîdo) (2004)","Fantasy"
31184,"Appleseed (Appurushîdo)",2004,"Appleseed (Appurushîdo) (2004)","Sci-Fi"
45028,"A Prairie Home Companion",2006,"A Prairie Home Companion (2006)","Comedy"
45028,"A Prairie Home Companion",2006,"A Prairie Home Companion (2006)","Drama"
45028,"A Prairie Home Companion",2006,"A Prairie Home Companion (2006)","Musical"
1330,"April Fool's Day",1986,"April Fool's Day (1986)","Horror"
137218,"April Morning",1988,"April Morning (1988)","Drama"
73344,"A Prophet (Un Prophète)",2009,"A Prophet (Un Prophète) (2009)","Crime"
73344,"A Prophet (Un Prophète)",2009,"A Prophet (Un Prophète) (2009)","Drama"
2320,"Apt Pupil",1998,"Apt Pupil (1998)","Drama"
2320,"Apt Pupil",1998,"Apt Pupil (1998)","Thriller"
26875,"A Pure Formality (Pura formalità, Una)",1994,"A Pure Formality (Pura formalità, Una) (1994)","Crime"
26875,"A Pure Formality (Pura formalità, Una)",1994,"A Pure Formality (Pura formalità, Una) (1994)","Film-Noir"
26875,"A Pure Formality (Pura formalità, Una)",1994,"A Pure Formality (Pura formalità, Una) (1994)","Mystery"
26875,"A Pure Formality (Pura formalità, Una)",1994,"A Pure Formality (Pura formalità, Una) (1994)","Thriller"
295,"A Pyromaniac's Love Story",1995,"A Pyromaniac's Love Story (1995)","Comedy"
295,"A Pyromaniac's Love Story",1995,"A Pyromaniac's Love Story (1995)","Romance"
44225,"Aquamarine",2006,"Aquamarine (2006)","Children"
44225,"Aquamarine",2006,"Aquamarine (2006)","Comedy"
44225,"Aquamarine",2006,"Aquamarine (2006)","Fantasy"
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)","Action"
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)","Adventure"
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)","Animation"
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)","Comedy"
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)","Fantasy"
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)","Mystery"
52462,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)","Sci-Fi"
185029,"A Quiet Place",2018,"A Quiet Place (2018)","Drama"
185029,"A Quiet Place",2018,"A Quiet Place (2018)","Horror"
185029,"A Quiet Place",2018,"A Quiet Place (2018)","Thriller"
2699,"Arachnophobia",1990,"Arachnophobia (1990)","Comedy"
2699,"Arachnophobia",1990,"Arachnophobia (1990)","Horror"
3350,"A Raisin in the Sun",1961,"A Raisin in the Sun (1961)","Drama"
5817,"Ararat",2002,"Ararat (2002)","Drama"
5817,"Ararat",2002,"Ararat (2002)","War"
52279,"Are We Done Yet?",2007,"Are We Done Yet? (2007)","Comedy"
31422,"Are We There Yet?",2005,"Are We There Yet? (2005)","Children"
31422,"Are We There Yet?",2005,"Are We There Yet? (2005)","Comedy"
59131,"Are You Scared?",2006,"Are You Scared? (2006)","Horror"
97304,"Argo",2012,"Argo (2012)","Drama"
97304,"Argo",2012,"Argo (2012)","Thriller"
4470,"Ariel",1988,"Ariel (1988)","Drama"
176329,"Ari Shaffir: Double Negative",2017,"Ari Shaffir: Double Negative (2017)","Comedy"
3100,"A River Runs Through It",1992,"A River Runs Through It (1992)","Drama"
8254,"Arizona Dream",1993,"Arizona Dream (1993)","Comedy"
8254,"Arizona Dream",1993,"Arizona Dream (1993)","Drama"
8254,"Arizona Dream",1993,"Arizona Dream (1993)","Fantasy"
8254,"Arizona Dream",1993,"Arizona Dream (1993)","Romance"
2707,"Arlington Road",1999,"Arlington Road (1999)","Thriller"
1917,"Armageddon",1998,"Armageddon (1998)","Action"
1917,"Armageddon",1998,"Armageddon (1998)","Romance"
1917,"Armageddon",1998,"Armageddon (1998)","Sci-Fi"
1917,"Armageddon",1998,"Armageddon (1998)","Thriller"
2458,"Armed and Dangerous",1986,"Armed and Dangerous (1986)","Comedy"
2458,"Armed and Dangerous",1986,"Armed and Dangerous (1986)","Crime"
2879,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak)",1991,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)","Action"
2879,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak)",1991,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)","Adventure"
2879,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak)",1991,"Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)","Comedy"
2880,"Armour of God (Long xiong hu di)",1987,"Armour of God (Long xiong hu di) (1987)","Action"
2880,"Armour of God (Long xiong hu di)",1987,"Armour of God (Long xiong hu di) (1987)","Adventure"
2880,"Armour of God (Long xiong hu di)",1987,"Armour of God (Long xiong hu di) (1987)","Comedy"
1215,"Army of Darkness",1993,"Army of Darkness (1993)","Action"
1215,"Army of Darkness",1993,"Army of Darkness (1993)","Adventure"
1215,"Army of Darkness",1993,"Army of Darkness (1993)","Comedy"
1215,"Army of Darkness",1993,"Army of Darkness (1993)","Fantasy"
1215,"Army of Darkness",1993,"Army of Darkness (1993)","Horror"
46855,"Army of Shadows (L'armée des ombres)",1969,"Army of Shadows (L'armée des ombres) (1969)","Action"
46855,"Army of Shadows (L'armée des ombres)",1969,"Army of Shadows (L'armée des ombres) (1969)","Drama"
46855,"Army of Shadows (L'armée des ombres)",1969,"Army of Shadows (L'armée des ombres) (1969)","Thriller"
46855,"Army of Shadows (L'armée des ombres)",1969,"Army of Shadows (L'armée des ombres) (1969)","War"
41712,"A Room for Romeo Brass",1999,"A Room for Romeo Brass (1999)","Comedy"
41712,"A Room for Romeo Brass",1999,"A Room for Romeo Brass (1999)","Drama"
1296,"A Room with a View",1986,"A Room with a View (1986)","Drama"
1296,"A Room with a View",1986,"A Room with a View (1986)","Romance"
952,"Around the World in 80 Days",1956,"Around the World in 80 Days (1956)","Adventure"
952,"Around the World in 80 Days",1956,"Around the World in 80 Days (1956)","Comedy"
8526,"Around the World in 80 Days",2004,"Around the World in 80 Days (2004)","Adventure"
8526,"Around the World in 80 Days",2004,"Around the World in 80 Days (2004)","Children"
8526,"Around the World in 80 Days",2004,"Around the World in 80 Days (2004)","Comedy"
163985,"ARQ",2016,"ARQ (2016)","Sci-Fi"
163985,"ARQ",2016,"ARQ (2016)","Thriller"
164179,"Arrival",2016,"Arrival (2016)","Sci-Fi"
1269,"Arsenic and Old Lace",1944,"Arsenic and Old Lace (1944)","Comedy"
1269,"Arsenic and Old Lace",1944,"Arsenic and Old Lace (1944)","Mystery"
1269,"Arsenic and Old Lace",1944,"Arsenic and Old Lace (1944)","Thriller"
1695,"Artemisia",1997,"Artemisia (1997)","Drama"
3524,"Arthur",1981,"Arthur (1981)","Comedy"
3524,"Arthur",1981,"Arthur (1981)","Romance"
86293,"Arthur",2011,"Arthur (2011)","Comedy"
4471,"Arthur 2: On the Rocks",1988,"Arthur 2: On the Rocks (1988)","Comedy"
4471,"Arthur 2: On the Rocks",1988,"Arthur 2: On the Rocks (1988)","Romance"
91414,"Arthur Christmas",2011,"Arthur Christmas (2011)","Animation"
91414,"Arthur Christmas",2011,"Arthur Christmas (2011)","Children"
91414,"Arthur Christmas",2011,"Arthur Christmas (2011)","Comedy"
91414,"Arthur Christmas",2011,"Arthur Christmas (2011)","Drama"
45440,"Art School Confidential",2006,"Art School Confidential (2006)","Comedy"
45440,"Art School Confidential",2006,"Art School Confidential (2006)","Drama"
113780,"As Above, So Below",2014,"As Above, So Below (2014)","Horror"
113780,"As Above, So Below",2014,"As Above, So Below (2014)","Thriller"
27904,"A Scanner Darkly",2006,"A Scanner Darkly (2006)","Animation"
27904,"A Scanner Darkly",2006,"A Scanner Darkly (2006)","Drama"
27904,"A Scanner Darkly",2006,"A Scanner Darkly (2006)","Mystery"
27904,"A Scanner Darkly",2006,"A Scanner Darkly (2006)","Sci-Fi"
27904,"A Scanner Darkly",2006,"A Scanner Darkly (2006)","Thriller"
89759,"A Separation (Jodaeiye Nader az Simin)",2011,"A Separation (Jodaeiye Nader az Simin) (2011)","Drama"
79251,"A Serbian Film (Srpski film)",2010,"A Serbian Film (Srpski film) (2010)","Horror"
79251,"A Serbian Film (Srpski film)",2010,"A Serbian Film (Srpski film) (2010)","Thriller"
71464,"A Serious Man",2009,"A Serious Man (2009)","Comedy"
71464,"A Serious Man",2009,"A Serious Man (2009)","Drama"
1784,"As Good as It Gets",1997,"As Good as It Gets (1997)","Comedy"
1784,"As Good as It Gets",1997,"As Good as It Gets (1997)","Drama"
1784,"As Good as It Gets",1997,"As Good as It Gets (1997)","Romance"
143257,"Ashby",2015,"Ashby (2015)","Comedy"
143257,"Ashby",2015,"Ashby (2015)","Drama"
7238,"Ashes and Diamonds (Popiól i diament)",1958,"Ashes and Diamonds (Popiól i diament) (1958)","Drama"
7238,"Ashes and Diamonds (Popiól i diament)",1958,"Ashes and Diamonds (Popiól i diament) (1958)","War"
757,"Ashes of Time (Dung che sai duk)",1994,"Ashes of Time (Dung che sai duk) (1994)","Drama"
8656,"A Short Film About Killing (Krótki film o zabijaniu)",1988,"A Short Film About Killing (Krótki film o zabijaniu) (1988)","Crime"
8656,"A Short Film About Killing (Krótki film o zabijaniu)",1988,"A Short Film About Killing (Krótki film o zabijaniu) (1988)","Drama"
38159,"A Short Film About Love (Krótki film o milosci)",1988,"A Short Film About Love (Krótki film o milosci) (1988)","Drama"
38159,"A Short Film About Love (Krótki film o milosci)",1988,"A Short Film About Love (Krótki film o milosci) (1988)","Romance"
7073,"A Shot in the Dark",1964,"A Shot in the Dark (1964)","Comedy"
7073,"A Shot in the Dark",1964,"A Shot in the Dark (1964)","Crime"
7073,"A Shot in the Dark",1964,"A Shot in the Dark (1964)","Mystery"
166291,"A Silent Voice",2016,"A Silent Voice (2016)","Animation"
166291,"A Silent Voice",2016,"A Silent Voice (2016)","Drama"
166291,"A Silent Voice",2016,"A Silent Voice (2016)","Romance"
2391,"A Simple Plan",1998,"A Simple Plan (1998)","Crime"
2391,"A Simple Plan",1998,"A Simple Plan (1998)","Drama"
2391,"A Simple Plan",1998,"A Simple Plan (1998)","Thriller"
536,"A Simple Twist of Fate",1994,"A Simple Twist of Fate (1994)","Drama"
1583,"A Simple Wish",1997,"A Simple Wish (1997)","Children"
1583,"A Simple Wish",1997,"A Simple Wish (1997)","Fantasy"
1116,"A Single Girl (Fille seule, La)",1995,"A Single Girl (Fille seule, La) (1995)","Drama"
72720,"A Single Man",2009,"A Single Man (2009)","Drama"
102823,"As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty",2000,"As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000)","Documentary"
44189,"Ask the Dust",2006,"Ask the Dust (2006)","Drama"
44189,"Ask the Dust",2006,"Ask the Dust (2006)","Romance"
2852,"A Soldier's Story",1984,"A Soldier's Story (1984)","Drama"
27618,"A Sound of Thunder",2005,"A Sound of Thunder (2005)","Action"
27618,"A Sound of Thunder",2005,"A Sound of Thunder (2005)","Adventure"
27618,"A Sound of Thunder",2005,"A Sound of Thunder (2005)","Drama"
27618,"A Sound of Thunder",2005,"A Sound of Thunder (2005)","Sci-Fi"
27618,"A Sound of Thunder",2005,"A Sound of Thunder (2005)","Thriller"
